;name;layer_key;kernel_index;layer_index;n_bits_flipped;bit_disrupted;q_aware_test_accuracy;q_aware_test_acc_degradation;q_aware_test_loss
;model-original;;;;;;(0.9114999771118164, 0.9117);;(0.2890910804271698, 0.3396423)
129;8_20230518 16:36:16;quant_conv2d;1;2;10;15;0.8931999802589417;-0.01840001344680786;0.36082062125205994
130;8_20230518 16:36:21;quant_conv2d;1;2;11;23;0.8901000022888184;-0.021499991416931152;0.3713168799877167
131;8_20230518 16:36:26;quant_conv2d;1;2;12;15;0.8862000107765198;-0.025399982929229736;0.3705640137195587
132;8_20230518 16:36:32;quant_conv2d;1;2;13;7;0.8894000053405762;-0.02219998836517334;0.37806323170661926
133;8_20230518 16:36:37;quant_conv2d;1;2;14;15;0.8873000144958496;-0.024299979209899902;0.3807240426540375
134;8_20230518 16:36:43;quant_conv2d;1;2;15;23;0.8862000107765198;-0.025399982929229736;0.3885493874549866
135;9_20230518 16:36:46;quant_conv2d;1;2;1;31;0.9103999733924866;-0.0012000203132629395;0.2973070442676544
136;9_20230518 16:36:48;quant_conv2d;1;2;2;31;0.907800018787384;-0.0037999749183654785;0.30413326621055603
137;9_20230518 16:36:51;quant_conv2d;1;2;3;31;0.9032999873161316;-0.00830000638961792;0.31290531158447266
138;9_20230518 16:36:57;quant_conv2d;1;2;4;7;0.9031999707221985;-0.008400022983551025;0.31575390696525574
139;9_20230518 16:37:01;quant_conv2d;1;2;5;15;0.9010000228881836;-0.010599970817565918;0.3244916796684265
140;9_20230518 16:37:05;quant_conv2d;1;2;6;15;0.9002000093460083;-0.011399984359741211;0.33142828941345215
141;9_20230518 16:37:09;quant_conv2d;1;2;7;7;0.8996999859809875;-0.011900007724761963;0.33564090728759766
142;9_20230518 16:37:13;quant_conv2d;1;2;8;15;0.8949999809265137;-0.01660001277923584;0.3442375659942627
143;9_20230518 16:37:17;quant_conv2d;1;2;9;7;0.8960000276565552;-0.015599966049194336;0.35098400712013245
144;9_20230518 16:37:22;quant_conv2d;1;2;10;31;0.8928999900817871;-0.018700003623962402;0.3561585247516632
145;9_20230518 16:37:26;quant_conv2d;1;2;11;15;0.8913000226020813;-0.020299971103668213;0.3628101050853729
146;9_20230518 16:37:32;quant_conv2d;1;2;12;23;0.8876000046730042;-0.02399998903274536;0.37887197732925415
147;9_20230518 16:37:37;quant_conv2d;1;2;13;31;0.8844000101089478;-0.027199983596801758;0.37947502732276917
148;9_20230518 16:37:43;quant_conv2d;1;2;14;31;0.88919997215271;-0.02240002155303955;0.3826737403869629
149;9_20230518 16:37:49;quant_conv2d;1;2;15;15;0.8863999843597412;-0.0252000093460083;0.3865486681461334
150;0_20230518 23:54:14;quant_conv2d;1;2;1;23;0.9099000096321106;-0.001699984073638916;0.2968340218067169
151;0_20230518 23:54:25;quant_conv2d;1;2;2;15;0.907800018787384;-0.0037999749183654785;0.30411145091056824
152;0_20230518 23:54:32;quant_conv2d;1;2;3;31;0.9052000045776367;-0.006399989128112793;0.30858176946640015
153;0_20230518 23:54:37;quant_conv2d;1;2;4;7;0.9023000001907349;-0.009299993515014648;0.31346043944358826
154;0_20230518 23:54:43;quant_conv2d;1;2;5;15;0.9014999866485596;-0.010100007057189941;0.32453832030296326
155;0_20230518 23:54:51;quant_conv2d;1;2;6;15;0.8996000289916992;-0.011999964714050293;0.3318279981613159
156;0_20230518 23:55:00;quant_conv2d;1;2;7;31;0.8981000185012817;-0.013499975204467773;0.3453952670097351
157;0_20230518 23:55:08;quant_conv2d;1;2;8;31;0.897599995136261;-0.013999998569488525;0.3413393199443817
158;0_20230518 23:55:18;quant_conv2d;1;2;9;7;0.8945000171661377;-0.017099976539611816;0.35161590576171875
159;0_20230518 23:55:28;quant_conv2d;1;2;10;15;0.8931000232696533;-0.01849997043609619;0.3558444380760193
